seconds,volt
71.12114071846008,2.8e-08
71.6021990776062,3.5e-08
72.0822525024414,-5e-09
72.56235575675964,3.3e-08
73.04307818412781,3.2e-08
73.52305698394775,2.9e-08
74.00312662124634,1.4e-08
74.48421049118042,8e-09
74.96427035331726,1.1e-08
75.44662618637085,1.6e-08
75.92531204223633,1.1e-08
76.4062716960907,2.9e-08
76.88619923591614,1.8e-08
77.3671646118164,4.2e-08
77.84719896316528,6e-09
78.32810878753662,-1e-08
78.80820894241333,2.7e-08
79.28843426704407,1.3e-08
79.7683699131012,4e-09
80.2492024898529,1.7e-08
80.731609582901,2.1e-08
81.2102427482605,8e-09
81.69265580177307,2.2e-08
82.17210006713867,1.2e-08
82.65198540687561,1e-08
83.13471603393555,3.1e-08
83.61315131187439,2.8e-08
84.09428405761719,1e-08
84.57409191131592,9e-09
85.05534076690674,1.3e-08
85.53507995605469,2.6e-08
86.01629209518433,3.3e-08
86.49610638618469,2.6e-08
86.97888207435608,1.1e-08
87.45707964897156,1.7e-08
87.93822836875916,1.4e-08
88.417973279953,3.4e-08
88.90082359313965,1.4e-08
89.37906765937805,3.2e-08
89.86018776893616,-4e-09
90.34016251564026,6e-09
90.82278895378113,9e-09
91.3012011051178,1.3e-08
91.78237867355347,3.8e-08
92.26292681694031,2.2e-08
92.74339890480042,1.7e-08
93.22413873672485,2.9e-08
93.70446515083313,2e-08
94.18501687049866,1.4e-08
94.66635298728943,3e-09
95.14607262611389,2.9e-08
95.62866878509521,1e-08
96.10714817047119,3.3e-08
96.58811926841736,7e-09
97.06824851036072,5e-09
97.54913473129272,4e-09
98.03019857406616,8e-09
98.51119828224182,2.3e-08
98.99134111404419,-1e-09
99.47192287445068,2.9e-08
99.95222330093384,7e-09
100.43465089797974,2.2e-08
100.91470909118652,9e-09
101.39424753189087,3.7e-08
101.87504029273987,2.8e-08
102.35527968406677,1e-08
102.83530449867249,3.7e-08
103.31622838973999,3.6e-08
103.79630374908447,2e-08
104.27869129180908,1.4e-08
104.75730752944946,1.1e-08
105.23824286460876,1.4e-08
105.71823310852051,2e-08
106.20085620880127,2e-08
106.67933344841003,6e-09
107.16040897369385,8e-09
107.64104557037354,6e-09
108.12248969078064,1e-08
108.60302519798279,-1e-09
109.08406066894531,2.2e-08
109.564462184906,3.3e-08
110.0453987121582,1.7e-08
110.52750372886658,9e-09
111.0064697265625,3.4e-08
111.4871118068695,3e-08
111.96834516525269,1e-08
112.44816994667053,2.1e-08
112.93083000183105,1.7e-08
113.40901947021484,0.0
113.89037346839905,1.7e-08
114.37003350257874,-7e-09
114.85142135620117,-3e-09
115.33390831947327,8e-09
115.81245827674866,4.3e-08
116.29458212852478,1.8e-08
116.77338600158691,1.3e-08
117.25331687927246,7e-09
117.73442673683167,-2e-09
118.21412539482117,1.3e-08
118.69529247283936,8e-09
119.17610454559326,-1e-09
119.65634489059448,1.4e-08
120.13869309425354,4e-08
120.6180100440979,1e-08
121.09824848175049,1.8e-08
121.58070993423462,2.8e-08
122.0593204498291,2.4e-08
122.54013752937317,8e-09
123.02021527290344,2.4e-08
123.5002613067627,3e-08
123.98046636581421,-1.2e-08
124.46124529838562,3.3e-08
124.9423463344574,2.7e-08
125.42470836639404,2.6e-08
125.90334701538086,3.5e-08
126.38401007652283,1.6e-08
126.86425137519836,3.3e-08
127.34443831443787,9e-09
127.82519817352295,1.7e-08
128.30606508255005,1.2e-08
128.78618836402893,3e-08
129.26877450942993,-1.4e-08
129.74717831611633,2.4e-08
130.22818231582642,1.9e-08
130.70836925506592,1.4e-08
131.1883888244629,2.8e-08
131.66934657096863,2.5e-08
132.1493217945099,-2.5e-08
132.62919688224792,2.5e-08
133.11027884483337,1.5e-08
133.5901539325714,1.1e-08
134.07139134407043,2.3e-08
134.5518832206726,2.2e-08
135.03244853019714,-9e-09
135.5122082233429,-5e-09
135.99261665344238,3.6e-08
136.47454380989075,3e-08
136.95415544509888,1.9e-08
137.43417525291443,2e-08
137.91686701774597,-1.2e-08
138.39506840705872,1.7e-08
138.87627601623535,2.7e-08
139.3562891483307,-8e-09
139.83648037910461,3.3e-08
140.31713700294495,4.5e-08
140.79744362831116,3.3e-08
141.27811908721924,3.6e-08
141.760915517807,2e-08
142.2391836643219,5e-09
142.7203722000122,2.9e-08
143.2002294063568,2.2e-08
143.68285512924194,2.3e-08
144.1626434326172,2.6e-08
144.64218425750732,1.7e-08
145.12231636047363,-6e-09
145.6047658920288,3.7e-08
146.0833055973053,2.7e-08
146.56433773040771,2.3e-08
147.04441118240356,6e-09
147.52664589881897,1.1e-08
148.00530862808228,2.4e-08
148.4859974384308,1.2e-08
148.9664237499237,-3e-09
149.44727277755737,2.3e-08
149.92816972732544,1.9e-08
150.40842270851135,3.4e-08
150.8892421722412,-7e-09
151.37087750434875,-1.8e-08
151.85009241104126,-1.3e-08
152.33030343055725,1.3e-08
152.81124305725098,7e-09
153.29220533370972,1.6e-08
153.77231287956238,4e-09
154.25325441360474,2.1e-08
154.73331594467163,3.1e-08
155.21431064605713,9e-09
155.69443774223328,-4e-09
156.17536449432373,2.8e-08
156.65513515472412,-6e-09
157.13639092445374,1.4e-08
157.6162748336792,2.3e-08
158.09888768196106,7e-09
158.57843613624573,2.5e-08
159.0585241317749,8e-09
159.540593624115,1.6e-08
160.01955366134644,-1e-08
160.50155758857727,2.1e-08
160.98063921928406,1.4e-08
161.46030688285828,4.1e-08
161.9414439201355,1.1e-08
162.42130208015442,1e-08
162.9025595188141,7e-09
163.38487219810486,1e-08
163.86347246170044,1.1e-08
164.3440499305725,8e-09
164.82460737228394,2.7e-08
165.30663442611694,4e-09
165.78624749183655,1.9e-08
166.26624989509583,3.6e-08
166.74747681617737,1.7e-08
167.22719407081604,1.9e-08
167.7085576057434,1.3e-08
168.18818402290344,2.3e-08
168.66930961608887,1.7e-08
169.14916396141052,1.3e-08
169.6302273273468,1.5e-08
170.11033034324646,2.3e-08
170.59276342391968,3.3e-08
171.07229232788086,8e-09
171.55229544639587,3.3e-08
172.0347180366516,1.3e-08
172.51329445838928,7e-09
172.99323272705078,8e-09
173.47469282150269,6e-09
173.95403027534485,1.5e-08
174.43427562713623,1.4e-08
174.91514801979065,2e-08
175.39531660079956,1.8e-08
175.876282453537,1.3e-08
176.35628461837769,-4e-09
176.83720111846924,5e-09
177.31807208061218,1.2e-08
177.79835748672485,-2.1e-08
178.27924036979675,2.2e-08
178.7593400478363,4e-09
179.24028944969177,6e-09
179.7202296257019,1.3e-08
180.2028157711029,2.2e-08
180.6827630996704,-1.8e-08
181.16243171691895,1.2e-08
181.6421036720276,1.2e-08
182.1234257221222,-2e-09
182.6040403842926,7e-09
183.084655046463,5.2e-08
183.56526160240173,-1.4e-08
184.04546904563904,1.7e-08
184.52530241012573,4.1e-08
185.00643849372864,-2e-09
185.48885941505432,-1e-09
185.96744894981384,1.9e-08
186.44723439216614,2.5e-08
186.92856550216675,7e-09
187.40823888778687,-1.1e-08
187.89091229438782,-5e-09
188.36917304992676,2.5e-08
188.85039687156677,2.8e-08
189.33017134666443,2.2e-08
189.8130600452423,1.5e-08
190.29125499725342,1.5e-08
190.7723696231842,3e-09
191.25218749046326,1.5e-08
191.73491263389587,7e-09
192.21334767341614,1.9e-08
192.69446468353271,1.7e-08
193.17419838905334,4e-09
193.65531063079834,0.0
194.13622331619263,2.5e-08
194.61642289161682,1e-08
195.09735298156738,-3e-09
195.57827281951904,8e-09
196.05854439735413,2e-09
196.53936409950256,2.2e-08
197.01941394805908,1.6e-08
197.50039434432983,-5e-09
197.981303691864,1.1e-08
198.46206378936768,2.5e-08
198.94227838516235,2.3e-08
199.4247589111328,3.4e-08
199.90330290794373,8e-09
200.38406896591187,2.4e-08
200.8643524646759,3e-08
201.34683275222778,1e-08
201.82544445991516,2.7e-08
202.3061192035675,1.3e-08
202.78636479377747,1e-08
203.26743340492249,1e-08
203.7473907470703,0.0
204.22842693328857,2e-09
204.70839524269104,4e-09
205.18940114974976,1e-08
205.6693615913391,1.7e-08
206.15038180351257,1.2e-08
206.6309835910797,3.6e-08
207.11155462265015,7e-09
207.5939130783081,3.2e-08
208.07492184638977,2.8e-08
208.55326628684998,1.4e-08
209.03457975387573,4e-09
209.51415085792542,-5e-09
209.99697375297546,1.7e-08
210.47519207000732,-2e-09
210.95639967918396,2.3e-08
211.43635368347168,-1e-09
211.91756749153137,3e-09
212.39979910850525,1.3e-08
212.87859416007996,2.1e-08
213.360901594162,2e-08
213.839506149292,3.9e-08
214.32008600234985,-1e-09
214.80060291290283,1.4e-08
215.2826783657074,1.3e-08
215.76150393486023,1.3e-08
216.24125385284424,5e-09
216.72240591049194,-7e-09
217.20224785804749,5e-09
217.68346667289734,2e-08
218.16336941719055,1.3e-08
218.6443750858307,-2e-09
219.12432980537415,3e-08
219.6052691936493,7e-09
220.08678007125854,3.1e-08
220.5662853717804,3.2e-08
221.04634189605713,4e-09
221.52647256851196,3.9e-08
222.00733923912048,1.3e-08
222.48841452598572,5.1e-08
222.96844363212585,8e-09
223.45075035095215,1.2e-08
223.9292492866516,9e-09
224.4100205898285,-4e-09
224.89032912254333,1.4e-08
225.37281394004822,1e-08
225.85146069526672,-7e-09
226.33247470855713,3.7e-08
226.8147919178009,4e-09
227.29409670829773,9e-09
227.77435779571533,2.7e-08
228.25684714317322,-2.1e-08
228.73532056808472,2.5e-08
229.21647763252258,1.4e-08
229.6965548992157,2.5e-08
230.178729057312,6e-09
230.65714049339294,3.4e-08
231.13847017288208,3.2e-08
231.6182038784027,3.9e-08
232.09948062896729,4.1e-08
232.58008885383606,2.1e-08
233.06297612190247,1.7e-08
233.54123497009277,1.5e-08
234.02236318588257,2.4e-08
234.50217413902283,2.5e-08
234.98495769500732,1.9e-08
235.46319341659546,4.2e-08
235.94437050819397,4.3e-08
236.42426657676697,6e-09
236.90457701683044,1.3e-08
237.38660764694214,3e-08
237.8654339313507,1e-08
238.34767127037048,-8e-09
238.82667994499207,1.3e-08
239.3072385787964,2.8e-08
239.78831601142883,3.7e-08
240.268301486969,1.9e-08
240.75089049339294,3.9e-08
241.2294089794159,1.1e-08
241.7104046344757,1.9e-08
242.19021463394165,5.6e-08
242.67158246040344,3e-08
243.15121054649353,3.2e-08
243.63227534294128,1.1e-08
244.11242175102234,2.2e-08
244.59546780586243,-3e-09
245.07331490516663,3.8e-08
245.5542333126068,3.9e-08
246.03431177139282,1.3e-08
246.51526284217834,1.9e-08
246.99534511566162,2.7e-08
247.47612833976746,1e-09
247.9564197063446,1.4e-08
248.4372591972351,1e-08
248.91743111610413,2.7e-08
249.39812588691711,2e-08
249.8783266544342,1.9e-08
250.35943222045898,-5e-09
250.83939385414124,1.2e-08
251.32035756111145,4e-09
251.80031442642212,2.2e-08
252.28288960456848,1.9e-08
252.76137161254883,1.3e-08
253.24249076843262,1.5e-08
253.7231616973877,-5e-09
254.20423364639282,4e-09
254.6842701435089,3.8e-08
255.1667869091034,4.1e-08
255.64537644386292,1e-09
256.12628149986267,4e-09
256.60623598098755,-5e-09
257.089008808136,9e-09
257.56714963912964,2.4e-08
258.0482361316681,-1.8e-08
258.52832984924316,5e-09
259.0094473361969,-1e-08
259.4892647266388,0.0
259.9704918861389,1.4e-08
260.45030093193054,1e-08
260.933007478714,2.2e-08
261.4111912250519,1e-08
261.89224767684937,1e-08
262.372273683548,1.3e-08
262.85341906547546,2e-08
263.33572697639465,3.6e-08
263.81465697288513,3.2e-08
264.2951602935791,7e-09
264.77625346183777,1.3e-08
265.2562930583954,4.2e-08
265.73762011528015,-1e-09
266.21973991394043,1.5e-08
266.69861102104187,5.1e-08
267.17836117744446,4e-09
267.6594021320343,2.8e-08
268.13951206207275,-1.2e-08
268.62031507492065,1e-08
269.10037183761597,4.6e-08
269.58277010917664,2.5e-08
270.06149888038635,2.6e-08
270.5423939228058,2.3e-08
271.02245926856995,1.2e-08
271.5048608779907,3.1e-08
271.98356461524963,1.6e-08
272.4642972946167,2.4e-08
272.94447898864746,2.3e-08
273.42542004585266,2.5e-08
273.90780663490295,1.7e-08
274.38651061058044,4e-08
274.86641812324524,-6e-09
275.3473439216614,-2e-09
275.8283462524414,1e-09
276.30855536460876,-1.9e-08
276.78848147392273,-1.4e-08
277.2694511413574,2.6e-08
277.7518413066864,7e-09
278.2304666042328,2.3e-08
278.71124386787415,2.8e-08
279.1922788619995,1.4e-08
279.67244148254395,-1e-09
280.15248250961304,-0.0
280.6322247982025,1.5e-08
281.1149625778198,2.5e-08
281.5932412147522,5e-09
282.0744616985321,1.7e-08
282.5542483329773,2.2e-08
283.0355100631714,-2e-09
283.5179331302643,2e-09
283.99665904045105,2.6e-08
284.4786808490753,-6e-09
284.9584062099457,2.8e-08
285.43828654289246,-1e-09
285.91958475112915,1.2e-08
286.3994243144989,8e-09
286.88055872917175,8e-09
287.3603165149689,1.8e-08
287.8415026664734,1.5e-08
288.32132863998413,-9e-09
288.80255341529846,8e-09
289.2823896408081,-2e-09
289.76354122161865,1.1e-08
290.2431194782257,3e-08
290.7245693206787,3.4e-08
291.2045466899872,1.1e-08
291.6854636669159,1.2e-08
292.1654591560364,-1.5e-08
292.64633321762085,2.7e-08
293.1263198852539,-1e-09
293.6088478565216,1e-08
294.0874071121216,2e-08
294.56806445121765,2.3e-08
295.0484130382538,2.1e-08
295.52855801582336,2e-09
296.0110893249512,2.1e-08
296.48931097984314,2.9e-08
296.97084498405457,2.8e-08
297.4503962993622,3.1e-08
297.93033933639526,3.5e-08
298.4128096103668,1.4e-08
298.8913538455963,2.3e-08
299.3722140789032,1.9e-08
299.8524401187897,1.1e-08
300.33488726615906,3.3e-08
300.8143699169159,5e-09
301.2946968078613,3.2e-08
301.77546095848083,1.6e-08
302.2562870979309,1.4e-08
302.73646330833435,-8e-09
303.21751403808594,1.9e-08
303.6983344554901,1.4e-08
304.1786959171295,2.1e-08
304.66143107414246,1.9e-08
305.13950181007385,1e-09
305.62198400497437,2.6e-08
306.10191106796265,8e-09
306.5811848640442,2.7e-08
307.0615396499634,2e-09
307.5421938896179,3.6e-08
308.02272367477417,1.8e-08
308.50310158729553,-4e-09
308.9835526943207,3.7e-08
309.4633116722107,2.2e-08
309.9447064399719,0.0
310.4243097305298,2.4e-08
310.90545129776,1.4e-08
311.387731552124,2e-09
311.8666422367096,1.1e-08
312.34623742103577,1.5e-08
312.8275852203369,3.6e-08
313.30734848976135,-1e-09
313.7884223461151,-1.1e-08
314.2683663368225,7e-09
314.74952936172485,3.7e-08
315.2293190956116,8e-09
315.7105281352997,2.7e-08
316.19036769866943,1e-09
316.6731162071228,4e-09
317.1513454914093,2.8e-08
317.6324245929718,-3e-09
318.115074634552,1.1e-08
318.5933880805969,-6e-09
319.0760917663574,-1e-08
319.55543637275696,3.3e-08
320.035582780838,4e-09
320.5164864063263,-3e-09
320.9963712692261,1e-08
321.47744250297546,-1e-09
321.95735001564026,1.3e-08
322.438481092453,4e-08
322.91856694221497,6e-09
323.3993332386017,1.5e-08
323.87937903404236,3.3e-08
324.3603844642639,1.8e-08
324.84044647216797,3.5e-08
325.3214454650879,1.8e-08
325.8015365600586,1.2e-08
326.2824990749359,2.1e-08
326.7625341415405,4.7e-08
327.244971036911,1.7e-08
327.72351264953613,1.8e-08
328.20437693595886,7e-09
328.68441677093506,1.3e-08
329.16544914245605,1.4e-08
329.6476981639862,-9e-09
330.12673234939575,4.2e-08
330.60733580589294,2.5e-08
331.088449716568,2.7e-08
331.5682044029236,1.1e-08
332.04883313179016,1.5e-08
332.5307705402374,1.2e-08
333.00958776474,1.9e-08
333.4893989562988,1.1e-08
333.9706509113312,2.8e-08
334.4502103328705,5.1e-08
334.93309926986694,1.2e-08
335.4122269153595,2.7e-08
335.89270091056824,2.9e-08
336.3732979297638,-1e-09
336.8543360233307,2e-08
337.3344078063965,1.1e-08
337.81469655036926,2.2e-08
338.29530000686646,1.3e-08
338.7765393257141,2.4e-08
339.25646686553955,1.7e-08
339.73749709129333,1.6e-08
340.217472076416,4e-09
340.6984603404999,-2e-09
341.17832827568054,3.9e-08
341.6612865924835,4e-09
342.14039635658264,1e-09
342.6205544471741,1.4e-08
343.10294914245605,8e-09
343.58131408691406,-4e-09
344.0614593029022,1.9e-08
344.542268037796,1.3e-08
345.02242374420166,9e-09
345.50327920913696,-2.3e-08
345.98357462882996,1.6e-08
346.46433568000793,1.7e-08
346.94458413124084,1.6e-08
347.4252824783325,3.4e-08
347.9061932563782,1.6e-08
348.387731552124,1.8e-08
348.8673815727234,2.2e-08
349.3482391834259,2.3e-08
349.82918882369995,4.7e-08
350.3093194961548,2e-09
350.7902886867523,-7e-09
351.2703535556793,1e-08
351.7513403892517,-4e-09
352.2321345806122,-2e-09
352.71241307258606,7e-09
353.1947753429413,1.9e-08
353.6743161678314,2.8e-08
354.1544454097748,2.1e-08
354.63444542884827,2.8e-08
355.1153779029846,1.7e-08
355.5953381061554,1.1e-08
356.07633113861084,2.5e-08
356.5563337802887,1.6e-08
357.0371730327606,1e-08
357.5172872543335,2.4e-08
357.99846148490906,-1e-08
358.47829508781433,3.6e-08
358.9593288898468,3e-09
359.4393198490143,1.9e-08
359.92030692100525,-8e-09
360.4003496170044,2.5e-08
360.8818373680115,3.9e-08
361.36131501197815,1.6e-08
361.84152245521545,1.8e-08
362.32125663757324,2.1e-08
362.80389070510864,8e-09
363.28237986564636,-9e-09
363.76346039772034,1.5e-08
364.2441999912262,2.5e-08
364.72458004951477,3.3e-08
365.2067892551422,4.1e-08
365.6868553161621,1.6e-08
366.1662812232971,2e-08
366.6471109390259,-5e-09
367.1274995803833,1e-09
367.60973858833313,2.2e-08
368.08985352516174,2.6e-08
368.56938457489014,3.1e-08
369.0502886772156,1.6e-08
369.5311577320099,9e-09
370.0115306377411,-7e-09
370.4920883178711,2.1e-08
370.9723403453827,2.2e-08
371.4537913799286,7e-09
371.9333984851837,1.7e-08
372.41343808174133,5e-09
372.89607787132263,2.2e-08
373.37509846687317,2e-08
373.85541558265686,2.6e-08
374.3364293575287,1.1e-08
374.8166742324829,1.2e-08
375.29740500450134,1.4e-08
375.7776460647583,1.9e-08
376.2585492134094,1.1e-08
376.73933696746826,7e-09
377.21952414512634,1.9e-08
377.7003724575043,1.6e-08
378.1804234981537,2e-09
378.6632733345032,1.5e-08
379.14147448539734,-6e-09
379.62240290641785,2e-09
380.10339403152466,2e-09
380.58338713645935,1.6e-08
381.0644462108612,3.6e-08
381.54447650909424,1.7e-08
382.02549958229065,-7e-09
382.5052447319031,7e-09
382.98797249794006,1.1e-08
383.4663474559784,1.9e-08
383.94743251800537,1.7e-08
384.42727613449097,1.6e-08
384.9075388908386,2.7e-08
385.3874180316925,3.4e-08
385.86846590042114,3.8e-08
386.35101103782654,-4e-09
386.8319070339203,-3e-09
387.31032395362854,2.2e-08
387.79139280319214,7e-09
388.2712640762329,2.3e-08
388.7516233921051,7e-09
389.2340416908264,-3e-09
389.7139174938202,2e-08
390.19238233566284,2e-09
390.6734712123871,5e-09
391.15355110168457,7e-09
391.63446259498596,2.6e-08
392.1145267486572,-1.7e-08
392.5951111316681,1.4e-08
393.0755534172058,2.2e-08
393.5563042163849,1.1e-08
394.03666067123413,-1.3e-08
394.51777386665344,8e-09
394.9973957538605,-1e-09
395.47747826576233,6e-09
395.9584586620331,1e-08
396.4392743110657,-1.1e-08
396.9193956851959,4e-09
397.40174674987793,1.3e-08
397.88138580322266,2e-09
398.36135745048523,2.8e-08
398.8423824310303,0.0
399.3224287033081,1.7e-08
399.8033130168915,2.3e-08
400.28587460517883,-2e-09
400.7646586894989,8e-09
401.2451891899109,-0.0
401.725506067276,-1e-09
402.20637488365173,8e-09
402.68806171417236,6e-09
403.1674995422363,9e-09
403.64749550819397,-5e-09
404.1284701824188,1e-08
404.60828614234924,2.4e-08
405.08948397636414,2.8e-08
405.5693898200989,2e-08
406.05060029029846,2.4e-08
406.53117990493774,1.9e-08
407.01164197921753,2.7e-08
407.4923098087311,2.3e-08
407.97336864471436,1.5e-08
408.4534170627594,1.2e-08
408.93449306488037,1.7e-08
409.4143831729889,1.1e-08
409.89559864997864,2.4e-08
410.3753502368927,1.3e-08
410.856586933136,1.2e-08
411.3388376235962,1.8e-08
411.817489862442,3.3e-08
412.2974359989166,1e-09
412.7784175872803,1e-08
413.2582941055298,1.9e-08
413.7394206523895,2.7e-08
414.2193863391876,2.7e-08
414.70189332962036,9e-09
415.1806790828705,1.3e-08
415.6617634296417,1.5e-08
416.14155650138855,4e-09
416.6224057674408,-1e-09
417.1025609970093,1.5e-08
417.5834243297577,1.7e-08
418.0635714530945,3.3e-08
418.54360938072205,1e-08
419.0259518623352,3.7e-08
419.50507497787476,1.8e-08
419.98561787605286,1e-09
420.46625566482544,3e-09
420.9481129646301,3.9e-08
421.42749309539795,3.5e-08
421.907644033432,2.9e-08
422.38735818862915,2e-09
422.86848044395447,3.6e-08
423.34830117225647,1.9e-08
423.82991909980774,1.7e-08
424.30936098098755,-4e-09
424.79035806655884,7e-09
425.2704975605011,-1e-09
425.75128698349,1.1e-08
426.2338316440582,4e-09
426.7124574184418,1.6e-08
427.1934974193573,-1.2e-08
427.67427015304565,7e-09
428.15448236465454,-3e-09
428.6370623111725,1.3e-08
429.11545515060425,9e-09
429.5954647064209,4e-09
430.076584815979,2e-09
430.5564112663269,-6e-09
431.0373423099518,1.1e-08
431.5173978805542,1.1e-08
431.9986264705658,1.2e-08
432.4792356491089,9e-09
432.9596252441406,1.8e-08
433.4394702911377,-3e-09
433.92199540138245,1e-09
434.40039324760437,1.7e-08
434.88158655166626,2.6e-08
435.36137080192566,8e-09
435.8424756526947,1.4e-08
436.3225739002228,5e-09
436.8032696247101,2e-09
437.2834596633911,-2e-09
437.765967130661,2.4e-08
438.24522709846497,2.7e-08
438.7256498336792,2.5e-08
439.2078893184662,1.7e-08
439.6866409778595,2.9e-08
440.16649293899536,1.8e-08
440.6473922729492,4.4e-08
441.1274733543396,4e-09
441.60841035842896,-6e-09
442.08856415748596,2.2e-08
442.5694155693054,2.2e-08
443.04959535598755,2.5e-08
443.53035140037537,2.4e-08
444.0113079547882,-7e-09
444.493763923645,3.4e-08
444.9726457595825,2e-09
445.4549083709717,1e-09
445.93354773521423,-1.1e-08
446.4157979488373,1e-09
446.8945691585541,3.7e-08
447.3753640651703,1.1e-08
447.85549569129944,2.3e-08
448.3363366127014,1.8e-08
448.8179669380188,1e-08
449.2974009513855,1.8e-08
449.7776539325714,1.4e-08
450.2583956718445,2.3e-08
450.7392649650574,2.4e-08
451.2204144001007,2.5e-08
451.7006378173828,1.8e-08
452.1813497543335,1.9e-08
452.66175746917725,-5e-09
453.14269733428955,2.7e-08
453.6224012374878,2.3e-08
454.10347175598145,1.7e-08
454.58339166641235,3.7e-08
455.0661299228668,2.3e-08
455.54445600509644,8e-09
456.02566719055176,1.9e-08
456.5054757595062,1.7e-08
456.9866552352905,2e-08
457.4664430618286,6e-09
457.94755816459656,4.1e-08
458.4274060726166,1.2e-08
458.9101390838623,-1e-09
459.3884434700012,2e-09
459.8694784641266,3e-08
460.34943413734436,1.1e-08
460.8321452140808,3.9e-08
461.31056356430054,1.6e-08
461.79160833358765,1.2e-08
462.27143716812134,1.4e-08
462.7526023387909,1.7e-08
463.23264336586,-2e-09
463.71373105049133,2.3e-08
464.19363141059875,2.6e-08
464.67470622062683,1.3e-08
465.15524458885193,7e-09
465.6356620788574,1.8e-08
466.1164698600769,1e-09
466.59659457206726,3e-08
